151	47	7512	772
152	19	7634	963
153	8	6195	1035
154	18	10631	1066
155	0	0	0
156	37	9904	1181
157	8	2850	1104
158	20	2280	1374
159	21	1893	1217
160	19	7114	1035
161	19	6195	1035
162	16	8196	175
163	35	5699	1475
164	35	9467	1261
165	8	2530	87
166	20	2609	1743
167	16	8199	507
168	21	4293	1104
169	37	3784	1475
170	7	3925	191
171	7	4980	1475
172	47	77	1104
173	37	7634	1181
174	18	5947	304
175	7	5391	911
176	37	327	7
177	21	1121	431
178	37	10281	944
179	18	10629	346
180	47	2887	1124
181	21	5880	659
182	20	940	754
183	16	8199	507
184	14	9486	1475
185	14	6120	523
186	20	4408	1763
187	47	6195	754
188	37	459	1475
189	17	6685	431
190	17	7969	961
191	8	950	1331
192	35	945	754
193	16	10357	1475
194	21	4843	1066
195	19	2940	1217
196	0	0	0
197	17	9505	431
198	19	327	1217
199	35	925	1475
200	14	6460	431
201	9	1165	754
202	16	6195	754
203	21	9505	739
204	0	0	0
205	8	7408	579
206	15	2328	1331
207	18	5880	659
208	20	2564	1035
209	38	2630	764
210	16	6195	754
211	40	678	1475
212	47	942	1181
213	47	6195	754
214	19	2670	1331
215	16	5337	1331
216	8	4977	7
217	21	1359	877
218	17	5574	1095
219	17	7969	961
220	8	5208	1509
221	19	3775	1035
222	20	9458	1475
223	14	8199	1105
224	14	5854	961
225	14	9289	1803
226	20	7098	1509
227	3	9651	1475
228	14	3916	1803
229	20	6195	754
230	21	1005	1035
231	15	6195	754
232	18	1859	877
233	14	10399	754
234	14	10629	1337
235	20	1557	612
236	21	940	754
237	37	327	1181
238	47	5260	1035
239	16	8199	944
240	17	940	754
241	21	9111	659
242	16	2887	431
243	17	6460	431
244	15	302	377
245	17	6295	1743
246	8	10382	1484
247	18	4408	1035
248	20	5336	1456
249	20	327	1501
250	42	317	1475
251	20	5336	1456
252	20	6460	496
253	41	9383	1278
254	16	10281	944
255	20	7601	570
256	18	5106	1475
257	16	8199	944
258	15	799	1039
259	35	9796	1475
260	14	9336	961
261	15	9617	1079
262	21	1497	1736
263	14	3816	754
264	37	2647	1475
265	35	3916	1035
266	0	0	0
267	48	9123	1743
268	38	488	1055
269	14	4387	944
270	9	1428	1035
271	48	8904	1475
272	18	1117	1475
273	18	8113	1501
274	19	2711	877
275	21	586	1035
276	16	643	794
277	37	327	1181
278	14	8410	1475
279	17	10240	1768
280	14	936	1443
281	19	8566	87
282	21	7618	1509
283	15	1336	1129
284	20	7015	1450
285	18	8360	748
286	21	7299	877
287	14	8199	1105
288	8	7200	754
289	21	2266	754
290	20	10114	1475
291	0	2080	384
292	15	2711	744
293	17	1859	602
294	18	3449	1743
295	15	8443	754
296	36	5486	1475
297	9	6195	1035
298	20	5336	1456
299	0	0	0
300	17	8966	1644
301	21	10113	1264
302	21	10284	1374
303	35	5947	1411
304	18	10209	400
305	16	5369	944
306	17	9237	1035
307	21	3879	1792
308	35	5947	1411
309	16	8199	944
310	14	1029	1475
311	8	626	184
312	21	9111	659
313	0	5351	311
314	21	936	1475
315	0	4569	0
316	15	8913	7
317	15	10025	1336
318	17	8199	1105
319	15	1134	1792
320	21	7299	877
321	17	6685	1035
322	16	6195	754
323	18	5880	661
324	15	10457	191
325	17	7969	961
326	11	4319	1316
327	20	6708	1374
328	0	9122	12
329	17	9010	1416
330	21	2313	1509
331	15	5154	944
332	15	567	1217
333	9	6723	1331
334	14	10407	239
335	47	2270	463
336	18	9850	1066
337	21	9776	1475
338	21	10118	944
339	21	2711	877
340	15	3908	944
341	48	4681	106
342	19	7846	828
343	19	5880	661
344	21	5963	754
345	15	3869	947
346	40	9122	827
347	16	9505	896
348	18	1578	1505
349	14	6756	1735
350	14	9769	1217
351	14	936	184
352	7	8057	1761
353	19	1704	1035
354	15	9435	1792
355	18	9505	833
356	15	4408	1763
357	47	6195	754
358	21	10479	754
359	20	7634	963
360	15	8199	1696
361	48	5831	659
362	15	319	431
363	17	5959	567
364	44	1165	754
365	18	7066	431
366	21	2076	1582
367	20	8686	1475
368	48	5950	1475
369	59	8310	1475
370	16	5337	1331
371	16	8199	1105
372	16	8199	1105
373	21	7771	1035
374	47	5260	1035
375	18	9111	659
376	21	8481	1035
377	35	5947	944
378	18	1926	877
379	21	10479	754
380	19	19	1736
381	47	10548	834
382	36	5437	892
383	19	2636	1743
384	17	6108	1035
385	16	3155	1509
386	47	3818	504
387	0	2080	446
388	55	7969	256
389	21	3683	1337
390	28	0	1316
391	15	9355	1079
392	20	5141	944
393	20	7871	944
394	20	327	1501
395	35	4110	431
396	15	3264	1505
397	0	0	0
398	20	6120	744
399	14	8334	754
400	14	10281	944
401	20	9159	1475
402	19	4066	1035
403	15	327	828
404	17	7512	1696
405	64	6132	896
406	20	7634	963
407	0	9122	0
408	13	7367	754
409	35	2887	1129
410	20	10114	1475
411	47	8199	834
412	15	942	1763
413	21	7862	1217
414	7	6676	1761
415	0	0	0
416	13	8511	1095
417	19	1949	877
418	0	7654	139
419	15	1592	924
420	47	1811	754
421	14	9553	431
422	20	9008	169
423	17	0	1475
424	48	9697	1264
425	21	4081	1743
426	56	6924	1475
427	15	6765	1652
428	19	5594	844
429	19	9111	659
430	19	10382	892
431	19	20	260
432	15	6120	523
433	21	3679	659
434	16	5971	1150
435	20	9435	1792
436	35	5947	1411
437	35	5926	1296
438	19	9659	1104
439	18	1102	1743
440	7	9122	1018
441	21	8835	197
442	38	5088	764
443	21	7634	963
444	42	2887	602
445	17	5411	754
446	19	1135	1273
447	18	7349	199
448	47	8986	1509
449	20	8199	1696
450	16	4259	1035
451	14	6460	754
452	14	7591	1475
453	14	7634	1763
454	19	9505	833
455	15	7634	961
456	0	0	0
457	15	7512	1066
458	19	5208	1509
459	18	1459	1104
460	38	1831	754
461	51	7949	1475
462	19	9655	529
463	20	2845	1803
464	54	7969	1604
465	37	1521	1509
466	8	9111	659
467	21	2840	1104
468	38	10032	419
469	14	1734	1331
470	14	4758	944
471	14	3754	754
472	9	10631	1104
473	21	2856	1438
474	44	10046	1104
475	38	1745	849
476	47	1108	961
477	9	5633	944
478	20	10334	1327
479	16	2630	1035
480	15	327	1798
481	9	7402	896
482	47	2157	944
483	21	7512	431
484	17	2498	1331
485	17	7153	1475
486	8	391	1331
487	18	6120	1475
488	20	1859	924
489	14	10479	754
490	17	1098	754
491	17	8651	3
492	19	6879	1509
493	20	4123	1798
494	16	1672	708
495	17	1745	849
496	35	5947	1411
497	18	1121	431
498	17	6599	349
499	14	10300	1658
500	16	5242	924
501	35	5605	1475
502	19	7397	1327
503	20	3039	484
504	14	6648	1505
505	19	4066	1374
506	4	9503	1264
507	19	2524	1104
508	14	1592	523
509	44	2280	534
510	47	5260	1035
511	17	4184	1475
512	19	3225	346
513	47	6195	754
514	8	1704	1035
515	19	397	748
516	20	918	1104
517	38	0	364
518	15	6794	1475
519	16	6195	754
520	8	270	169
521	14	2947	911
522	19	7114	1035
523	18	1706	828
524	18	5654	828
525	20	3358	1337
526	15	9505	1505
527	41	2067	504
528	17	2610	1475
529	8	9486	1475
530	17	2110	1509
531	20	942	1181
532	17	1745	1247
533	18	765	1743
534	21	6847	659
535	20	799	100
536	17	7969	961
537	36	6729	1575
538	19	4076	448
539	15	1134	1792
540	16	327	896
541	48	2887	431
542	16	9031	1509
543	18	4066	463
544	20	7425	1066
545	19	327	1217
546	9	8566	1696
547	18	1807	1066
548	15	1336	1129
549	18	2711	877
550	21	1852	1419
551	14	8185	877
552	8	5654	944
553	14	1525	1679
554	15	1394	1316
555	20	8554	1475
556	42	4782	1186
557	15	8199	1696
558	8	9805	877
559	19	7015	1450
560	18	2405	947
561	0	0	0
562	36	3925	446
563	15	2630	1792
564	40	2688	1509
565	17	1801	754
566	44	1428	1035
567	14	10309	1078
568	20	2630	1792
569	17	8199	834
570	14	2364	754
571	36	6516	911
572	8	9111	760
573	16	790	644
574	16	8425	1035
575	21	9505	739
576	41	5947	247
577	16	4259	1035
578	15	6765	1652
579	17	3912	1411
580	19	6556	1509
581	21	6120	744
582	20	10114	1475
583	20	799	100
584	15	2248	1792
585	14	2242	1475
586	48	932	668
587	21	9301	877
588	0	0	0
589	47	10501	184
590	21	7066	1768
591	47	4681	106
592	18	5947	304
593	14	8197	754
594	14	4364	702
595	14	10281	944
596	14	3916	1803
597	48	936	760
598	15	3264	1505
599	36	5088	764
600	17	10501	1768
601	8	2280	1658
602	16	6195	754
603	13	9153	1401
604	20	9486	1475
605	16	10156	216
606	38	4744	1475
607	18	2990	1095
608	0	0	0
609	40	1545	1076
610	16	6828	754
611	42	6205	1186
612	36	6293	82
613	36	3191	949
614	14	7512	1792
615	8	1457	1736
616	19	2328	1331
617	47	4681	106
618	15	2630	1792
619	18	10137	246
620	17	7969	961
621	17	6545	961
622	19	1336	944
623	21	320	1582
624	15	6765	1652
625	19	950	1181
626	20	10391	947
627	43	5237	508
628	21	7969	963
629	16	10475	666
630	20	9651	1146
631	47	5140	419
632	21	4445	1331
633	20	327	1501
634	38	10783	911
635	9	9111	1008
636	21	4066	463
637	21	2630	1792
638	21	5336	1456
639	21	8634	1066
640	17	1845	877
641	8	1171	944
642	36	75	82
643	18	5947	304
644	47	6195	754
645	18	3409	1798
646	15	1259	1095
647	20	799	100
648	21	2609	1743
649	9	319	508
650	16	6762	1344
651	15	8709	947
652	15	10475	366
653	36	8535	1509
654	18	7299	877
655	21	8709	955
656	20	1620	1501
657	15	10664	985
658	47	7340	431
659	47	7140	1475
660	42	7634	1456
661	21	6256	1582
662	4	292	1475
663	47	91	1509
664	17	3890	1035
665	21	9377	346
666	7	4899	1509
667	35	6569	1533
668	17	3639	545
669	9	8874	1104
670	18	302	1475
671	20	2248	739
672	60	10426	1475
673	9	7066	431
674	9	9243	1000
675	8	6508	754
676	18	9859	1475
677	13	6765	764
678	47	319	772
679	21	10284	1374
680	21	10391	947
681	0	5088	764
682	17	8199	1105
683	18	1706	828
684	21	2630	1792
685	0	4449	599
686	17	3255	1104
687	17	4656	1331
688	19	1134	833
689	18	9257	1217
690	16	4259	1035
691	14	1941	1217
692	8	9285	199
693	43	2917	508
694	21	10281	944
695	0	7455	0
696	20	8386	963
697	0	0	0
698	8	7114	1035
699	19	6033	1475
700	18	8041	1104
701	3	9651	1475
702	15	736	1792
703	7	7321	1475
704	47	8986	1509
705	20	1557	187
706	9	3879	1792
707	20	3924	1792
708	14	541	1792
709	8	1248	754
710	18	10595	1743
711	18	8835	197
712	21	9557	1637
713	0	0	0
714	15	71	1724
715	16	936	184
716	15	6765	1652
717	17	3754	754
718	14	8362	1078
719	35	1795	139
720	15	2996	1235
721	12	5088	764
722	8	7342	1624
723	21	4429	1475
724	0	0	0
725	21	9069	309
726	47	9170	263
727	10	6767	911
728	18	7027	877
729	47	319	1035
730	20	836	754
731	20	9435	1792
732	15	4739	1336
733	9	5825	1079
734	14	8934	1331
735	35	5947	1411
736	17	6464	896
737	17	2356	1079
738	14	8992	754
739	19	2158	1217
740	18	1855	1575
741	20	6708	1374
742	19	327	1217
743	36	878	754
744	20	2630	1792
745	40	5947	944
746	15	4126	26
747	20	327	1798
748	16	4259	1035
749	16	5260	1035
750	17	669	1035
751	9	8181	760
752	19	7195	1331
753	20	1557	1578
754	15	6765	1652
755	15	8185	1674
756	21	2531	419
757	9	833	754
758	21	10134	1509
759	16	2630	1035
760	15	6765	1652
761	39	7751	754
762	14	1098	754
763	9	9111	1008
764	19	10284	1374
765	21	2328	1331
766	21	56	947
767	63	7969	1604
768	11	2630	2
769	15	6765	1652
770	36	5088	764
771	47	4359	1743
772	8	5616	961
773	21	319	431
774	15	2630	1792
775	38	2826	754
776	15	3961	1331
777	38	5088	764
778	43	3916	1066
779	20	1592	1104
780	20	327	1501
781	15	2524	1478
782	47	942	1181
783	9	6360	448
784	46	5394	1035
785	21	5154	944
786	48	3885	1509
787	14	3912	944
788	36	2434	911
789	21	8709	947
790	19	4716	892
791	6	7969	1604
792	17	7634	1095
793	14	7638	944
794	13	7986	1316
795	19	1176	1693
796	21	10188	1475
797	43	2329	1205
798	36	2080	599
799	20	2280	1604
800	5	9651	1475
801	15	10780	1772
802	14	10548	1105
803	21	6794	963
804	21	1836	1337
805	21	2329	1803
806	15	8199	1696
807	15	4387	944
808	15	367	1337
809	21	2630	1792
810	21	5838	1279
811	20	2812	323
812	20	10281	944
813	20	942	1792
814	51	9146	1316
815	17	9707	1505
816	4	867	1509
817	20	4077	1509
818	19	6508	754
819	21	10784	1743
820	21	7969	963
821	20	5113	754
822	20	7066	431
823	15	2630	1792
824	17	5654	1035
825	8	3777	988
826	18	4259	1792
827	21	320	1582
828	20	4548	963
829	16	4259	1035
830	20	10034	1331
831	47	5260	1035
832	16	2854	944
833	14	3916	1475
834	37	1318	754
835	40	111	1509
836	21	320	1582
837	15	9297	1273
838	20	2465	927
839	20	4690	1635
840	20	10114	1475
841	20	2076	1582
842	15	4760	181
843	35	9465	1475
844	17	2699	944
845	16	2036	877
846	14	5490	1035
847	8	2940	828
848	18	4654	1181
849	18	4066	463
850	21	4073	1095
851	21	6813	1104
852	16	9128	1307
853	20	9289	947
854	15	2630	1792
855	17	9122	1260
856	16	5260	1035
857	0	0	0
858	0	1795	139
859	54	7969	1604
860	7	7989	944
861	37	4622	1475
862	43	6195	1035
863	21	6195	754
864	20	10334	1327
865	16	3858	1743
866	11	6622	484
867	9	9505	989
868	8	4066	1035
869	18	3005	1743
870	21	3816	754
871	21	8862	1095
872	47	7505	164
873	36	2036	587
874	48	6388	1181
875	14	2887	431
876	20	9505	739
877	42	5894	1610
878	15	3938	877
879	51	7969	1604
880	47	7641	1443
881	16	2887	1129
882	19	4741	1743
883	18	3683	1337
884	20	9881	754
885	14	1941	1217
886	8	7638	754
887	8	4290	1736
888	18	5746	1035
889	15	9289	1803
890	14	3754	754
891	15	2438	1374
892	8	4066	1035
893	19	5545	1743
894	19	9308	1066
895	16	9710	139
896	36	75	82
897	15	2630	1792
898	16	8199	1105
899	14	5622	1475
900	14	9289	1803
901	19	10255	1278
902	21	9435	1792
903	20	10114	1475
904	20	4967	1475
905	56	7969	256
906	21	1134	1792
907	21	6195	754
908	20	589	1181
909	39	10163	689
910	15	6923	1035
911	17	2348	708
912	14	9086	772
913	8	4028	1104
914	18	3683	1578
915	44	8709	1095
916	20	7642	1066
917	63	5369	1475
918	15	6765	1652
919	47	1686	1124
920	9	845	1331
921	19	9831	1509
922	18	5061	754
923	21	8360	748
924	21	10281	944
925	21	8055	1035
926	21	4476	1035
927	21	5336	1456
928	21	2845	1803
929	20	3639	915
930	35	4212	924
931	15	1879	1496
932	47	8917	1509
933	48	9651	419
934	19	10801	781
935	21	1557	431
936	36	2599	395
937	20	4387	944
938	20	9086	1104
939	38	2008	1475
940	17	7124	1792
941	37	813	754
942	19	2852	346
943	19	6240	697
944	19	2960	1035
945	21	2328	1331
946	20	3362	1129
947	40	5947	1411
948	15	10479	754
949	47	8917	1509
950	14	2859	1803
951	35	5341	909
952	19	4574	1696
953	18	8651	1652
954	18	5675	947
955	21	7862	1217
956	0	2280	883
957	15	4923	1104
958	17	3858	1777
959	48	9289	250
960	19	5785	1796
961	8	2920	1803
962	15	3946	1186
963	14	9169	798
964	20	1431	484
965	0	3319	1346
966	14	1208	1509
967	48	7282	172
968	14	1859	924
969	17	5260	1035
970	8	2376	708
971	19	8566	412
972	21	7782	944
973	20	8199	1696
974	42	7168	191
975	14	5069	552
976	8	4066	1035
977	18	320	1582
978	21	10723	1104
979	21	6430	545
980	21	4073	1509
981	21	936	431
982	20	3879	1792
983	36	9122	601
984	36	2280	648
985	48	5260	754
986	38	8976	463
987	17	7697	1229
988	14	6460	754
989	40	6526	1401
990	18	5140	754
991	21	7591	911
992	21	9781	1181
993	17	8057	146
994	20	9505	739
995	16	3651	1718
996	17	5501	961
997	17	3912	944
998	8	799	814
999	19	5880	661
1000	21	1893	1807
1001	21	1297	1217
1002	21	2110	754
1003	0	0	0
1004	0	930	366
1005	16	2903	139
1006	17	7969	50
1007	47	8917	1509
1008	19	6710	944
1009	21	1431	484
1010	20	6944	1079
1011	20	8211	615
1012	60	2969	896
1013	15	6765	1652
1014	17	10310	877
1015	16	2854	944
1016	17	6148	431
1017	37	459	1475
1018	14	9057	1331
1019	19	1121	431
1020	19	7387	985
1021	21	5607	754
1022	4	9831	648
1023	53	7969	1604
1024	16	1945	1261
1025	47	7760	754
1026	17	2726	451
1027	17	3912	944
1028	8	3683	828
1029	8	1557	828
1030	19	2636	1743
1031	19	1102	1743
1032	21	3213	431
1033	20	245	602
1034	15	302	266
1035	47	4761	1475
1036	14	1098	754
1037	8	10253	1743
1038	18	3598	1035
1039	18	9235	346
1040	21	1134	1792
1041	20	7776	1014
1042	16	327	896
1043	35	942	1475
1044	17	9389	961
1045	29	2254	911
1046	8	4750	1496
1047	19	5607	754
1048	18	1578	1505
1049	18	1598	947
1050	18	320	1582
1051	20	2630	1181
1052	20	10629	1217
1053	15	1592	463
1054	15	2630	1792
1055	15	6129	1217
1056	14	3938	184
1057	19	327	1217
1058	17	7205	1509
1059	44	6884	108
1060	19	2187	1331
1061	19	8340	423
1062	20	2729	915
1063	0	0	0
1064	20	2162	1475
1065	15	9301	1743
1066	17	4740	961
1067	8	5104	1035
1068	14	5875	139
1069	40	5947	944
1070	17	3364	1261
1071	15	2152	947
1072	15	5260	1763
1073	17	9122	1260
1074	16	5260	1035
1075	8	2670	1331
1076	19	6961	754
1077	18	9361	659
1078	41	2175	191
1079	20	4013	944
1080	17	2175	1368
1081	20	8199	834
1082	0	10474	374
1083	14	9435	1792
1084	9	7479	833
1085	8	4771	877
1086	19	6723	1331
1087	9	4379	1331
1088	0	1525	366
1089	0	10475	0
1090	21	10780	877
1091	16	8986	1509
1092	36	5892	431
1093	14	661	924
1094	20	701	741
1095	21	56	947
1096	21	7862	1260
1097	21	6708	1374
1098	20	10281	944
1099	20	3264	1505
1100	17	5762	1296
1101	17	2262	567
1102	59	9174	484
1103	8	3808	579
1104	19	7015	1743
1105	21	2650	754
1106	21	3358	1337
1107	47	4681	106
1108	40	4989	826
1109	15	4980	1475
1110	14	7512	772
1111	14	3912	1411
1112	14	8913	7
1113	9	7806	748
1114	8	9505	892
1115	18	1578	1505
1116	18	7305	1331
1117	21	7912	1588
1118	20	10134	1509
1119	17	1121	108
1120	14	6685	1803
1121	14	9289	1803
1122	19	6460	828
1123	21	6256	1582
1124	21	6256	1582
1125	0	7168	0
1126	20	10114	1475
1127	20	10253	944
1128	20	1453	744
1129	20	7066	508
1130	20	3161	1743
1131	0	822	0
1132	36	4980	1475
1133	44	2920	476
1134	35	922	567
1135	14	6982	877
1136	47	9598	1441
1137	17	1859	924
1138	14	2461	1331
1139	18	6829	1736
1140	18	566	1278
1141	18	4081	1129
1142	18	3879	1792
1143	21	3472	734
1144	18	6288	431
1145	21	5336	1456
1146	21	2630	1792
1147	21	6195	754
1148	15	2080	139
1149	12	10207	1278
1150	14	936	1443
1151	14	327	1217
1152	14	406	877
1153	36	8987	1105
1154	0	2630	764
1155	14	10122	1475
1156	19	6362	1066
1157	19	2467	1035
1158	19	7046	1035
1159	18	5739	1736
1160	18	5545	1743
1161	21	7114	463
1162	20	2248	1763
1163	20	9614	947
1164	20	8386	1792
1165	15	4541	400
1166	14	1529	504
1167	16	8000	1350
1168	17	1745	849
1169	19	7340	1803
1170	19	8199	834
1171	18	9617	877
1172	20	1845	877
1173	20	327	1501
1174	14	6460	924
1175	14	4839	1014
1176	18	1557	431
1177	21	1854	739
1178	21	1084	739
1179	21	10479	754
1180	21	10334	431
1181	21	2630	1792
1182	38	526	539
1183	48	2847	1352
1184	15	5260	1763
1185	35	8331	1652
1186	15	9864	963
1187	17	10631	431
1188	8	1859	877
1189	39	9358	384
1190	43	2917	508
1191	20	7523	944
1192	20	10168	754
1193	57	5063	754
1194	17	9046	798
1195	15	3264	1505
1196	21	2914	358
1197	15	71	1724
1198	38	9760	572
1199	14	6550	961
1200	28	5950	1475
1201	48	128	431
1202	9	9355	754
1203	19	10143	1792
1204	19	8723	1217
1205	19	7969	963
1206	18	1557	431
1207	18	3161	1743
1208	21	7433	1743
1209	21	1393	1035
1210	20	9027	431
1211	0	7498	326
1212	15	6765	1652
1213	15	3553	648
1214	15	1611	1331
1215	15	6765	1652
1216	16	5337	1475
1217	16	3541	1331
1218	20	2845	1803
1219	14	9219	1333
1220	17	5799	169
1221	8	5612	1475
1222	19	9850	1066
1223	18	2050	1327
1224	21	4387	944
1225	6	7281	1254
1226	20	701	877
1227	20	567	1217
1228	20	7803	545
1229	47	942	1181
1230	14	5260	1763
1231	19	9898	1374
1232	18	1893	1217
1233	18	9850	1066
1234	21	5140	754
1235	21	10032	754
1236	21	7969	963
1237	40	9122	581
1238	14	2080	139
1239	16	4562	1195
1240	21	5331	1104
1241	20	8107	1105
1242	48	7067	581
1243	15	1497	1736
1244	14	277	1753
1245	40	9796	1475
1246	14	7940	1078
1247	19	8256	115
1248	19	6218	1217
1249	19	950	637
1250	19	9764	1331
1251	19	7886	545
1252	19	1102	1743
1253	18	9308	1066
1254	21	309	1475
1255	63	6173	599
1256	15	3082	1625
1257	32	10656	896
1258	40	5969	1509
1259	40	8770	1509
1260	17	5574	1475
1261	17	8025	1768
1262	35	10314	431
1263	37	10118	944
1264	17	9027	431
1265	14	5425	456
1266	38	1745	849
1267	17	2845	1803
1268	8	5943	1509
1269	8	5198	1331
1270	19	319	1743
1271	19	6982	877
1272	18	5336	1456
1273	18	5849	3
1274	18	2788	1509
1275	20	1629	744
1276	36	7654	139
1277	47	4441	545
1278	35	5366	1652
1279	35	4329	628
1280	16	5260	1035
1281	14	7940	1078
1282	14	3912	1411
1283	9	6809	1066
1284	8	391	1743
1285	18	2405	947
1286	18	3912	944
1287	21	4681	534
1288	21	2630	1792
1289	21	1557	1578
1290	0	0	0
1291	0	0	0
1292	20	8980	1229
1293	15	9355	1079
1294	15	3226	1327
1295	16	6195	754
1296	14	5654	976
1297	8	5417	579
1298	21	1025	947
1299	43	9505	1095
1300	20	2734	522
1301	0	0	0
1302	20	2833	431
1303	17	10292	1331
1304	17	1098	754
1305	48	1584	1475
1306	9	5545	1743
1307	19	3879	1792
1308	19	2513	199
1309	21	8857	947
1310	7	3702	564
1311	20	942	1792
1312	0	9373	35
1313	20	1859	1475
1314	14	6281	1400
1315	15	367	1337
1316	44	8632	1355
1317	48	277	659
1318	37	848	944
1319	47	4771	1124
1320	17	2622	1129
1321	14	2551	924
1322	18	9094	1475
1323	21	5264	1509
1324	0	0	0
1325	0	0	0
1326	0	0	0
1327	0	9877	370
1328	48	1126	1475
1329	17	675	1475
1330	29	10187	1475
1331	6	1431	484
1332	37	9796	1475
1333	18	10148	1743
1334	21	6333	431
1335	0	0	0
1336	20	1318	754
1337	0	930	366
1338	15	2630	1792
1339	15	10060	1094
1340	16	2887	431
1341	15	71	1724
1342	14	936	1324
1343	39	7631	1509
1344	48	6148	1316
1345	17	2328	1450
1346	44	9507	476
1347	16	6162	1475
1348	19	7195	1331
1349	19	7862	1374
1350	43	3053	1331
1351	21	10034	1331
1352	20	2633	1104
1353	20	5214	1273
1354	20	2630	1792
1355	40	5947	1711
1356	15	1318	754
1357	15	6203	1505
1358	15	2804	431
1359	15	7036	431
1360	44	4634	1648
1361	47	1743	877
1362	14	8651	431
1363	37	966	1164
1364	14	3816	754
1365	19	1702	1743
1366	19	2636	1743
1367	19	1598	1104
1368	19	9308	1066
1369	18	5169	1337
1370	21	6982	877
1371	21	701	877
1372	21	7401	1090
1373	0	5049	1075
1374	0	2280	130
1375	14	936	184
1376	37	6364	1164
1377	14	4726	1331
1378	36	408	567
1379	9	8023	1104
1380	8	3810	1331
1381	18	2405	947
1382	21	3226	1327
1383	21	6117	1792
1384	20	8968	944
1385	20	1121	659
1386	20	4567	1079
1387	41	7969	508
1388	6	4550	484
1389	14	3754	754
1390	16	9086	431
1391	16	8199	944
1392	8	1926	877
1393	8	1800	1104
1394	8	8709	833
1395	18	4001	944
1396	18	4998	570
1397	15	6765	1652
1398	20	942	1456
1399	15	7634	1763
1400	14	7433	1743
1401	14	9961	354
1402	9	10241	1331
1403	8	9301	1743
1404	8	1949	877
1405	8	1557	828
1406	19	7114	1374
1407	18	8709	833
1408	21	6143	947
1409	21	5892	1475
1410	15	367	1337
1411	7	9569	1509
1412	14	10520	1105
1413	63	5868	911
1414	19	632	121
1415	36	3791	1667
1416	14	8199	976
1417	47	10261	1316
1418	19	2440	754
1419	19	2397	754
1420	19	1557	1337
1421	43	2917	508
1422	20	7634	963
1423	15	4411	1368
1424	15	8386	1792
1425	7	8273	754
1426	37	459	1475
1427	16	5892	184
1428	35	5366	1652
1429	35	0	431
1430	47	8835	1162
1431	15	4040	824
1432	14	9965	1333
1433	37	10119	1401
1434	39	3721	1509
1435	37	7867	1475
1436	16	4643	1696
1437	19	3683	828
1438	18	7329	944
1439	21	5907	431
1440	21	3039	1077
