204	0	2	7	23
205	0	3	12	1343
206	0	2	17	2516
207	0	2	12	1544
208	0	3	17	1799
209	0	3	1	10
210	1	0	10	2667
211	0	4	17	1605
212	0	2	16	3141
213	1	1	4	701
214	0	1	20	1923
215	0	3	14	1069
216	0	4	13	1474
217	0	1	4	1123
218	0	3	14	1282
219	1	2	4	1511
220	0	2	12	1123
221	1	2	0	208
222	0	2	1	1585
223	0	2	17	1786
224	1	1	4	1433
225	0	2	7	1692
226	0	3	1	2003
227	0	3	20	703
228	0	2	15	1428
229	0	1	10	1183
230	0	4	1	470
231	0	2	3	1428
232	0	2	20	2764
233	1	4	20	1071
234	0	3	7	2486
235	0	2	0	2239
236	0	2	5	1469
237	0	2	6	37
238	1	5	7	703
239	0	1	19	3129
240	0	5	17	1511
241	0	3	20	2057
242	1	1	4	1804
243	0	2	16	2204
244	0	5	7	2948
245	0	3	16	1735
246	1	1	4	728
247	0	2	17	577
248	0	1	17	1121
249	1	1	14	2471
250	0	3	16	2446
251	0	6	17	2721
252	0	2	12	3197
253	1	2	11	2380
254	0	3	17	22
255	0	3	0	1237
256	0	4	16	3206
257	0	1	18	1511
258	0	2	7	2401
259	0	2	1	325
260	0	1	19	704
261	0	2	20	1472
262	1	2	1	72
263	1	2	7	3052
264	0	3	0	969
265	1	3	7	1585
266	0	3	11	1644
267	0	4	12	799
268	1	1	12	798
269	0	2	2	2764
270	0	5	14	1143
271	0	1	4	546
272	0	1	0	2050
273	0	1	4	2070
274	0	1	4	1428
275	0	2	0	3277
276	0	4	16	2192
277	1	3	1	704
278	0	4	18	3264
279	0	2	14	615
280	0	5	7	663
281	1	3	0	1791
282	0	2	17	1507
283	0	2	0	2870
284	0	2	12	2140
285	1	3	0	1124
286	0	2	1	326
287	0	5	13	198
288	1	2	12	2999
289	1	2	0	138
290	1	2	20	1510
291	0	3	12	946
292	0	3	7	1518
293	0	6	1	1739
294	1	4	9	1727
295	0	1	0	2946
296	0	5	5	2097
297	0	1	2	2809
298	1	1	4	866
299	0	2	12	2380
300	0	2	7	2692
301	0	1	4	30
302	0	1	4	3294
303	0	2	7	919
304	0	2	0	1143
305	1	1	0	1143
306	0	1	0	2047
307	0	5	16	2369
308	0	2	2	1488
309	0	2	4	1448
310	1	1	4	520
311	0	1	4	1924
312	1	5	2	1503
313	1	1	4	3202
314	1	6	9	236
315	1	6	1	2721
316	0	6	13	1107
317	0	3	7	393
318	1	6	13	1149
319	1	5	6	3243
320	0	3	6	2621
321	0	1	4	831
322	0	6	17	1650
323	0	4	12	1921
324	0	3	17	2058
325	1	5	3	1487
326	0	5	11	369
327	0	3	18	2598
328	0	3	12	2412
329	0	3	7	3155
330	0	6	7	678
331	0	2	7	582
332	0	5	1	69
333	0	3	2	2823
334	1	6	2	1511
335	0	3	18	164
336	0	1	0	1949
337	0	1	19	1116
338	0	3	7	1585
339	0	5	7	2255
340	1	2	3	1796
341	1	6	13	1835
342	0	1	12	3206
343	1	3	3	2495
344	0	3	14	1420
345	0	2	12	2291
346	1	2	0	946
347	1	6	1	3145
348	0	5	7	946
349	0	0	10	1058
350	0	4	20	1058
351	0	1	4	2721
352	0	1	4	972
353	1	3	7	1737
354	0	3	1	1650
355	0	1	3	2759
356	0	6	20	1436
357	0	1	0	2924
358	1	6	1	2529
359	0	2	17	831
360	0	3	17	2324
361	1	2	14	1544
362	0	3	20	641
363	0	1	10	2949
364	1	3	1	405
365	1	1	4	3202
366	0	5	15	1469
367	0	5	12	1992
368	0	2	0	681
369	0	3	1	946
370	0	1	17	3052
371	0	1	4	1718
372	1	1	4	190
373	1	2	2	2477
374	1	3	14	625
375	0	2	2	2058
376	0	3	1	1825
377	0	2	17	2102
378	1	1	0	2721
379	1	3	1	2689
380	0	2	2	783
381	0	3	17	1062
382	1	3	20	975
383	1	2	7	2009
384	0	2	11	1484
385	0	2	6	279
386	0	2	0	2764
387	1	3	7	2306
388	1	2	0	3070
389	0	2	6	235
390	0	2	4	1327
391	0	4	11	438
392	0	1	7	848
393	0	3	17	498
394	0	1	0	791
395	0	1	5	1149
396	0	2	1	2684
397	0	3	17	3009
398	0	2	17	42
399	1	3	6	831
400	1	1	3	1515
401	0	1	0	3247
402	0	2	11	2070
403	0	1	4	3202
404	0	1	4	740
405	0	6	1	2340
406	0	2	20	2721
407	0	1	17	2394
408	0	2	11	3387
409	0	1	12	2045
410	1	2	1	1277
411	1	4	1	2993
412	0	3	15	1650
413	0	2	11	2445
414	0	2	0	894
415	1	3	0	2503
416	0	4	14	3206
417	1	2	0	823
418	1	2	3	1242
419	0	1	3	1515
420	0	3	1	2503
421	1	4	3	1784
422	0	6	17	1149
423	0	1	4	1428
424	0	2	17	1487
425	0	2	12	217
426	0	1	4	1428
427	0	3	12	1149
428	1	1	4	1428
429	0	1	0	3126
430	1	1	10	415
431	0	1	10	217
432	0	4	16	415
433	0	5	6	1674
434	1	4	3	109
435	0	2	7	1784
436	0	1	4	1247
437	0	3	17	2289
438	0	1	11	959
439	0	3	14	3247
440	0	6	1	150
441	0	3	1	2495
442	0	2	1	2721
443	0	2	3	1992
444	0	6	0	1305
445	0	4	12	1650
446	1	5	0	2151
447	1	4	11	2721
448	0	2	17	2610
449	0	2	7	1014
450	0	4	1	2511
451	0	6	13	210
452	0	5	17	1650
453	0	1	4	2569
454	0	2	20	614
455	1	3	2	1511
456	0	3	0	2721
457	0	1	4	187
458	0	5	16	1327
459	1	1	4	2721
460	0	4	18	2408
461	0	5	7	1484
462	0	1	16	2711
463	0	2	7	2721
464	1	1	4	1428
465	0	1	19	3393
466	0	2	5	1327
467	1	3	3	1484
468	1	0	10	2035
469	0	3	6	2045
470	1	0	10	2207
471	0	3	7	3345
472	0	3	0	2102
473	1	1	4	1487
474	0	2	17	978
475	1	2	2	1992
476	0	3	0	2495
477	0	3	14	2823
478	0	5	16	1511
479	0	2	12	2151
480	1	1	4	1515
481	0	4	7	1674
482	0	2	14	3145
483	0	1	12	2721
484	1	0	10	1149
485	0	6	7	2151
486	0	6	0	838
487	1	3	17	2035
488	0	2	12	2759
489	0	1	4	1428
490	0	0	10	1890
491	0	1	4	3186
492	0	2	12	1487
493	0	5	7	2831
494	1	3	0	207
495	0	1	10	1992
496	0	1	4	1428
497	1	2	17	3226
498	0	3	17	1511
499	1	2	1	1305
500	1	1	2	2721
501	0	2	2	3192
502	0	3	6	1469
503	0	3	11	162
504	0	2	2	2615
505	0	3	17	486
506	0	2	16	116
507	1	2	0	1327
508	0	2	12	2102
509	0	2	2	1784
510	0	1	12	69
511	1	4	4	1112
512	0	3	0	1168
513	0	2	0	949
514	0	2	2	1511
515	0	2	1	2503
516	1	6	14	1570
517	1	2	14	2764
518	1	3	12	172
519	1	3	14	523
520	1	3	20	1149
521	0	6	7	2721
522	0	2	12	149
523	0	5	7	2721
524	0	1	0	918
525	0	3	6	2315
526	0	4	17	2000
527	1	2	2	1587
528	1	1	17	25
529	0	3	12	56
530	0	2	2	33
531	1	1	14	2680
532	0	2	7	1572
533	0	2	12	1940
534	0	2	15	582
535	0	3	6	1879
536	0	2	20	46
537	0	4	14	501
538	0	6	16	2910
539	0	2	2	116
540	0	1	1	3335
541	1	1	4	445
542	0	1	4	322
543	0	2	5	1563
544	0	3	12	990
545	0	3	17	535
546	1	2	0	1944
547	0	3	12	83
548	1	3	16	2912
549	0	2	6	2930
550	0	4	8	345
551	0	3	20	1585
552	0	5	18	2321
553	0	2	2	2644
554	0	2	12	1658
555	0	1	4	2271
556	1	2	9	1955
557	0	6	1	1134
558	0	3	20	1305
559	1	2	7	1574
560	0	4	15	3195
561	1	1	14	1560
562	0	3	20	2938
563	0	2	4	460
564	0	4	1	3362
565	0	2	16	1971
566	0	2	17	3231
567	0	3	20	550
568	1	5	17	200
569	1	1	4	3135
570	0	2	4	1707
571	0	5	5	2903
572	0	1	4	121
573	1	3	2	112
574	0	2	19	3018
575	0	2	12	130
576	1	4	15	287
577	0	3	0	3155
578	0	1	17	1917
579	0	2	5	1861
580	0	0	10	1561
581	0	5	14	2639
582	0	1	4	1478
583	1	2	0	2460
584	1	2	0	160
585	0	1	1	460
586	0	3	14	2437
587	0	2	20	361
588	1	2	11	853
589	0	1	2	2985
590	1	3	6	3333
591	0	2	0	1152
592	0	1	0	3328
593	1	5	1	2749
594	1	6	13	1458
595	0	2	7	33
596	1	2	1	6
597	0	3	12	1908
598	0	3	7	1694
599	0	5	6	21
600	0	3	17	2440
601	1	1	20	1268
602	1	6	6	2900
603	1	2	6	3149
604	0	4	17	3149
605	1	1	4	3162
606	1	0	10	1299
607	0	2	0	2953
608	0	1	4	3015
609	0	2	7	2755
610	0	2	4	2530
611	0	3	0	588
612	0	5	7	874
613	0	3	20	1335
614	0	3	1	1647
615	0	5	17	1002
616	0	2	7	1544
617	1	2	7	367
618	0	2	0	1745
619	1	1	1	198
620	0	1	0	192
621	0	1	4	742
622	0	2	0	812
623	0	2	17	3026
624	0	2	1	1556
625	1	3	12	2298
626	0	1	4	1774
627	0	5	2	1028
628	1	3	0	588
629	1	0	10	2014
630	1	3	14	1911
631	0	3	17	980
632	0	4	17	3063
633	0	2	17	2644
634	1	0	10	1816
635	0	6	17	1356
636	0	1	20	2272
637	0	3	12	1948
638	0	2	6	1104
639	0	4	17	1399
640	0	1	4	1696
641	1	3	0	1585
642	1	3	1	3156
643	0	2	2	2144
644	0	2	20	2720
645	0	3	20	1692
646	0	3	7	1746
647	0	3	12	2494
648	1	2	12	2644
649	0	2	4	1721
650	0	2	17	188
651	0	3	7	707
652	0	1	20	902
653	0	6	13	2741
654	0	5	7	2658
655	1	2	2	1738
656	1	4	16	1909
657	1	5	13	435
658	1	2	0	3070
659	1	2	0	786
660	0	4	16	2294
661	0	4	1	3270
662	0	1	4	2825
663	1	2	7	705
664	0	3	18	1801
665	0	1	2	2112
666	1	1	0	1840
667	0	2	18	429
668	1	2	3	2881
669	0	2	17	2008
670	0	2	12	587
671	0	1	4	674
672	0	3	7	58
673	0	2	20	3148
674	0	2	17	2881
675	0	2	20	2252
676	0	1	16	3247
677	0	5	2	271
678	0	2	0	2073
679	0	3	16	297
680	0	2	12	425
681	0	3	7	2998
682	0	2	4	2100
683	0	2	4	1940
684	0	2	4	2100
685	0	2	4	1940
686	0	1	4	1940
687	1	2	7	2654
688	0	6	13	2677
689	1	5	0	1714
690	0	2	12	2337
691	0	3	11	2220
692	1	2	0	675
693	0	3	12	2924
694	0	1	4	97
695	1	1	1	927
696	0	2	12	2291
697	1	5	6	1773
698	0	1	4	97
699	0	1	0	2804
700	0	5	17	505
701	1	1	4	1747
702	0	3	7	1740
703	1	6	1	1615
704	1	3	8	204
705	0	2	4	2082
706	0	3	20	2692
707	0	3	7	1038
708	0	2	0	1950
709	0	1	0	1656
710	0	2	20	675
711	0	2	18	2984
712	0	2	0	2128
713	0	3	7	2212
714	0	1	4	2308
715	0	1	0	2572
716	0	1	4	106
717	0	2	11	2329
718	0	1	2	2329
719	0	0	0	2583
720	0	1	0	3247
721	1	3	9	2931
722	0	2	12	2058
723	0	2	12	751
724	0	5	13	1779
725	0	6	11	3345
726	1	2	9	3321
727	0	3	11	2564
728	0	2	6	263
729	0	3	12	416
730	0	2	0	155
731	0	4	3	2823
732	0	2	7	1253
733	0	3	16	2600
734	0	2	7	2683
735	0	2	14	927
736	0	1	12	503
737	0	0	19	21
738	0	1	17	2565
739	0	3	12	1089
740	0	2	14	2434
741	0	2	5	1824
742	0	1	0	3339
743	1	0	2	1264
744	0	2	17	1018
745	0	0	10	3181
746	1	1	19	744
747	0	1	4	540
748	0	2	0	1532
749	0	3	18	2273
750	1	3	9	38
751	1	2	17	3043
752	1	2	3	327
753	0	0	10	270
754	0	3	7	291
755	1	3	0	2690
756	0	3	0	1917
757	0	2	12	327
758	0	3	7	2292
759	1	6	3	1313
760	0	6	15	2291
761	0	1	7	1742
762	0	0	10	2918
763	0	1	10	2120
764	0	1	20	1455
765	0	2	17	2208
766	1	2	7	632
767	0	2	12	1141
768	0	2	12	307
769	0	4	17	304
770	0	1	4	3111
771	1	5	1	1979
772	0	1	12	2925
773	0	2	6	711
774	0	1	4	1123
775	0	0	17	986
776	1	2	3	468
777	0	1	19	2855
778	0	1	17	3084
779	0	2	0	1626
780	0	2	17	3222
781	0	1	4	2043
782	0	6	1	2788
783	0	2	4	460
784	0	1	0	2226
785	0	1	19	1085
786	0	2	0	1363
787	0	1	4	2840
788	0	2	0	2081
789	0	1	1	868
790	0	2	17	1238
791	0	3	7	1451
792	0	2	17	1747
793	1	3	14	2464
794	0	5	20	2413
795	1	3	14	1887
796	0	5	6	2675
797	1	5	7	942
798	1	2	20	2403
799	1	2	5	977
800	1	3	12	417
801	1	2	20	2653
802	0	2	16	881
803	0	1	4	1489
804	0	2	20	3207
805	0	3	12	1944
806	0	3	0	48
807	0	1	4	1062
808	0	2	7	3134
809	0	2	17	645
810	0	2	12	1005
811	0	5	0	258
812	0	2	6	519
813	0	1	4	277
814	1	1	4	812
815	0	2	4	1338
816	0	4	0	2553
817	0	1	4	76
818	0	1	4	2846
819	0	3	7	688
820	0	3	7	2649
821	0	1	2	3176
822	1	2	1	61
823	0	2	0	1037
824	0	3	12	1153
825	0	6	1	2384
826	1	3	1	240
827	0	4	2	2445
828	0	1	4	2941
829	0	0	19	21
830	0	3	7	3211
831	1	4	0	3008
832	0	1	2	1573
833	0	3	7	1892
834	1	3	12	2706
835	0	6	0	1845
836	0	2	11	3148
837	0	6	7	1840
838	0	5	17	2531
839	0	2	0	2924
840	1	2	3	2194
841	1	5	14	1835
842	1	1	0	2569
843	0	2	7	1982
844	0	2	0	2247
845	1	1	0	1571
846	0	2	5	2693
847	1	2	7	2165
848	0	2	15	2609
849	0	2	3	135
850	0	3	0	407
851	0	1	4	1294
852	0	2	5	2029
853	0	2	17	2024
854	1	2	16	2235
855	1	1	2	2018
856	1	4	6	1414
857	0	3	17	1732
858	0	3	14	512
859	0	2	12	740
860	0	1	0	338
861	0	2	7	2016
862	0	3	7	33
863	0	2	7	3282
864	1	2	0	1688
865	0	3	1	2749
866	0	0	10	2697
867	0	4	12	2098
868	0	5	17	442
869	0	1	20	1865
870	1	2	1	3254
871	0	0	10	2308
872	0	5	1	2529
873	0	6	6	2315
874	0	4	15	2973
875	0	0	10	1827
876	0	2	4	1994
877	0	2	0	91
878	0	1	2	137
879	0	4	16	1526
880	0	3	17	2291
881	0	1	14	97
882	0	1	2	137
883	1	3	14	2485
884	0	0	10	3028
885	0	3	0	815
886	1	6	0	2397
887	1	6	16	1890
888	1	0	10	2697
889	0	4	20	896
890	0	1	4	1375
891	0	2	1	857
892	0	3	0	2891
893	1	5	6	1850
894	0	1	4	3023
895	0	5	1	348
896	0	1	15	594
897	0	2	6	130
898	0	2	7	1774
899	1	2	1	1057
900	1	6	13	3209
901	1	6	0	3334
902	0	6	0	2005
903	0	6	13	3127
904	0	3	20	377
905	1	4	12	651
906	0	0	10	1990
907	1	4	6	367
908	1	5	1	3328
909	0	4	7	2791
910	1	5	0	299
911	0	5	0	299
912	1	3	2	953
913	0	2	0	98
914	1	3	9	1318
915	0	2	7	861
916	1	2	1	1900
917	0	5	6	367
918	1	4	1	940
919	1	3	1	2950
920	0	1	4	250
921	0	2	17	1900
922	0	6	16	1441
923	0	2	7	1810
924	0	5	17	3368
925	1	3	3	1528
926	0	0	10	1691
927	1	2	20	1782
928	1	6	16	2544
929	0	2	15	1804
930	0	2	5	943
931	1	6	1	426
932	1	3	6	988
933	0	4	1	3362
934	1	3	7	327
935	0	3	14	3287
936	0	1	4	1568
937	0	2	15	196
938	1	2	1	2161
939	1	2	20	248
940	0	0	10	2146
941	0	1	20	1437
942	1	5	6	2276
943	1	4	12	108
944	0	3	0	1061
945	0	4	7	2978
946	0	3	7	1714
947	0	1	0	2366
948	0	6	12	381
949	0	5	17	1614
950	0	3	7	3123
951	0	4	2	772
952	0	6	16	1385
953	0	5	20	2828
954	1	2	0	1001
955	1	5	7	1534
956	0	3	1	1149
957	0	3	1	194
958	0	3	2	2400
959	0	5	11	1426
960	0	0	10	1384
961	0	1	10	1663
962	1	2	1	981
963	0	2	0	414
964	0	2	7	1046
965	0	6	7	3340
966	0	6	2	1905
967	1	1	0	3341
968	0	5	12	1153
969	1	2	11	404
970	0	2	0	2796
971	0	2	12	3341
972	0	4	1	3202
973	1	2	1	1825
974	0	3	19	202
975	0	3	0	2313
976	0	3	14	1270
977	0	2	2	3058
978	0	1	0	1093
979	0	0	10	1528
980	0	2	6	295
981	0	2	20	1718
982	1	2	9	3040
983	1	2	16	557
984	0	5	16	2876
985	0	2	4	2594
986	1	6	0	434
987	1	3	17	2730
988	0	5	11	3132
989	0	5	0	1931
990	0	1	6	1759
991	1	2	9	1714
992	1	3	3	1208
993	0	2	0	2561
994	0	1	2	2411
995	1	1	4	1081
996	0	2	17	2110
997	0	0	19	1702
998	0	4	20	33
999	0	2	15	3295
1000	1	2	6	2369
1001	0	2	4	2985
1002	0	5	11	3301
1003	0	2	2	1943
1004	0	2	3	2128
1005	0	3	11	289
1006	0	1	4	2588
1007	0	5	12	2025
1008	0	3	3	90
1009	0	5	7	1070
1010	0	2	0	1554
1011	0	2	8	1402
1012	1	3	1	2166
1013	0	6	13	3114
1014	1	4	17	1271
1015	0	3	3	2065
1016	0	6	16	1439
1017	0	3	0	2979
1018	0	1	4	2634
1019	0	3	1	407
1020	0	1	20	2873
1021	0	3	0	1245
1022	0	2	3	2387
1023	0	6	13	1540
1024	1	3	1	0
1025	0	2	16	49
1026	1	4	0	2793
1027	0	1	4	1774
1028	1	4	7	2351
1029	0	2	0	542
1030	0	2	7	2832
1031	0	3	16	2602
1032	0	5	16	2481
1033	0	2	5	1458
1034	1	3	1	2635
1035	0	1	2	628
1036	0	3	7	1060
1037	0	4	7	1445
1038	1	6	15	2516
1039	1	3	1	2977
1040	0	2	11	1165
1041	0	4	2	2345
1042	0	3	5	2699
1043	1	5	11	2123
1044	0	2	20	2018
1045	1	0	10	3166
1046	0	6	18	1435
1047	0	1	0	3357
1048	0	3	6	1862
1049	0	4	14	273
1050	0	2	1	347
1051	1	2	0	196
1052	1	3	2	892
1053	0	3	0	356
1054	0	0	10	167
1055	0	3	0	1061
1056	0	0	0	999
1057	0	4	17	447
1058	0	2	1	3033
1059	1	2	0	1945
1060	0	1	10	1525
1061	0	4	0	1275
1062	0	5	19	1146
1063	0	3	7	738
1064	0	2	7	1841
1065	1	2	0	122
1066	0	4	12	593
1067	0	3	12	122
1068	1	1	4	1175
1069	0	2	20	1958
1070	1	4	2	1797
1071	0	5	16	2383
1072	1	3	7	869
1073	1	2	6	1961
1074	0	4	17	1528
1075	1	2	6	1264
1076	1	2	3	776
1077	0	2	3	1264
1078	1	4	9	3293
1079	0	2	7	2307
1080	0	6	7	2674
1081	0	1	4	1087
1082	0	4	7	518
1083	0	6	0	1906
1084	0	0	19	1711
1085	0	2	7	3079
1086	0	1	4	3073
1087	0	2	16	2604
1088	1	0	10	2924
1089	0	3	6	558
1090	0	2	7	2281
1091	0	1	5	2709
1092	1	1	4	2231
1093	0	5	14	67
1094	1	1	0	574
1095	1	6	6	2326
1096	0	0	10	1076
1097	0	1	17	2411
1098	0	3	7	1869
1099	0	2	17	2577
1100	0	2	0	2772
1101	0	3	1	3305
1102	0	1	1	2764
1103	1	4	7	386
1104	0	3	11	3148
1105	0	3	6	815
1106	0	1	4	2799
1107	1	5	1	682
1108	0	6	1	180
1109	0	1	10	873
1110	1	6	6	1774
1111	1	5	16	1396
1112	0	1	6	516
1113	0	1	4	2181
1114	1	1	9	1472
1115	1	2	1	1918
1116	0	2	15	2247
1117	0	1	14	430
1118	0	5	13	964
1119	0	3	1	2031
1120	0	1	4	2634
1121	0	6	7	2682
1122	0	6	14	3113
1123	0	5	0	827
1124	0	2	2	1626
1125	1	1	4	2572
1126	0	6	16	1032
1127	0	2	0	882
1128	0	2	1	2018
1129	0	3	17	2746
1130	0	1	7	1792
1131	0	6	13	1936
1132	0	1	12	3073
1133	0	1	2	1565
1134	0	1	20	2988
1135	0	5	13	2201
1136	1	3	7	237
1137	0	1	4	3360
1138	0	1	12	1713
1139	0	2	1	568
1140	1	4	2	447
1141	1	2	3	665
1142	0	1	1	410
1143	0	5	7	1350
1144	0	2	7	847
1145	0	5	3	3328
1146	1	1	16	1942
1147	0	2	20	3022
1148	0	3	17	3235
1149	0	2	12	2924
1150	1	2	20	174
1151	0	2	15	1881
1152	0	1	4	2707
1153	0	1	10	2940
1154	1	0	10	1608
1155	0	2	12	843
1156	1	5	2	1405
1157	0	4	7	3271
1158	1	3	1	2129
1159	0	1	0	2478
1160	0	1	14	3228
1161	0	2	0	1488
1162	1	3	0	1945
1163	0	0	10	2316
1164	1	2	19	257
1165	0	2	12	3251
1166	0	6	6	1593
1167	1	5	1	1469
1168	1	2	0	1124
1169	0	2	20	122
1170	0	6	3	3148
1171	0	4	12	2291
1172	1	2	0	121
1173	1	2	7	33
1174	1	1	16	3154
1175	1	2	2	257
1176	0	6	1	2425
1177	1	2	17	1983
1178	0	6	0	2458
1179	0	5	1	767
1180	1	5	20	924
1181	0	3	7	830
1182	0	0	10	2559
1183	0	3	19	752
1184	1	2	4	2989
1185	1	3	1	1307
1186	0	1	19	766
1187	1	0	0	2985
1188	0	4	7	592
1189	0	2	0	204
1190	0	4	0	1325
1191	1	3	0	2545
1192	0	5	16	2924
1193	0	2	12	1000
1194	1	2	1	3196
1195	1	0	10	1787
1196	1	1	14	2236
1197	0	3	1	1090
1198	0	0	10	1537
1199	0	5	13	1550
1200	0	0	0	2348
1201	0	1	4	3167
1202	0	3	12	551
1203	1	2	1	3305
1204	0	2	7	2043
1205	1	6	0	2335
1206	1	5	7	2237
1207	0	5	0	2813
1208	0	2	0	465
1209	0	3	7	537
1210	0	2	17	1127
1211	0	1	4	1304
1212	1	5	1	168
1213	0	5	0	1061
1214	0	6	13	2124
1215	0	3	17	3246
1216	0	2	2	872
1217	0	2	12	3225
1218	0	6	15	1800
1219	0	2	7	1705
1220	0	0	10	1528
1221	0	1	0	2206
1222	0	3	0	380
1223	0	2	2	1368
1224	0	5	13	3322
1225	0	4	7	2088
1226	0	1	20	3318
1227	0	5	1	2369
1228	0	2	1	1715
1229	1	2	4	403
1230	0	2	11	1360
1231	0	2	12	3205
1232	1	1	4	2197
1233	1	4	20	3027
1234	0	1	4	789
1235	1	2	7	258
1236	1	2	1	554
1237	0	1	4	1505
1238	1	3	20	1692
1239	1	2	20	352
1240	1	1	14	3254
1241	0	0	10	1424
1242	1	3	0	324
1243	0	3	15	468
1244	0	2	4	777
1245	0	2	17	176
1246	0	1	4	3073
1247	0	3	0	361
1248	1	3	20	752
1249	0	3	2	989
1250	0	5	0	2535
1251	0	2	7	1589
1252	0	6	13	3130
1253	1	3	20	2563
1254	1	1	1	3254
1255	0	2	17	2436
1256	0	2	20	3088
1257	1	1	14	1024
1258	0	4	7	3143
1259	0	3	7	2636
1260	0	2	17	1786
1261	0	1	4	2125
1262	0	2	4	1123
1263	0	0	10	1655
1264	0	2	1	21
1265	1	1	20	1982
1266	0	2	4	1154
1267	0	2	15	1284
1268	0	5	2	1722
1269	1	6	13	1479
1270	0	2	6	2117
1271	1	4	6	3401
1272	0	1	20	424
1273	0	3	2	669
1274	0	4	7	829
1275	0	5	17	323
1276	0	3	17	543
1277	1	1	0	1387
1278	0	1	4	955
1279	0	3	1	766
